CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12399.0,119,4,1108.65,1,2,2,122,Lost Customer
12401.0,304,1,84.3,1,1,1,111,At Risk
12402.0,324,1,225.6,1,1,1,111,At Risk
12403.0,49,1,427.7,2,1,2,212,Promising Customer
12405.0,148,1,1710.39,1,1,3,113,Lost Customer
12406.0,22,2,3415.3,3,2,3,323,Loyal Customer
12407.0,49,5,1708.1200000000001,2,3,3,233,Potential Loyallist
12408.0,32,5,2888.55,2,3,3,233,Potential Loyallist
12409.0,78,3,11072.67,2,2,3,223,Promising Customer
12410.0,309,2,693.3299999999999,1,2,2,122,Lost Customer
12412.0,74,3,1226.88,2,2,3,223,Promising Customer
12413.0,66,3,758.1,2,2,2,222,Promising Customer
12414.0,217,3,562.41,1,2,2,122,Lost Customer
12415.0,24,21,124914.53,3,3,3,333,VIP Customer
12417.0,3,9,3649.1,3,3,3,333,VIP Customer
12418.0,112,1,668.58,1,1,2,112,Lost Customer
12420.0,63,1,600.39,2,1,2,212,Promising Customer
12421.0,15,4,807.04,3,2,2,322,Loyal Customer
12422.0,95,3,803.5600000000001,1,2,2,122,Lost Customer
12423.0,0,8,1859.31,3,3,3,333,VIP Customer
12424.0,162,2,1760.96,1,2,3,123,Lost Customer
12425.0,78,1,777.2,2,1,2,212,Promising Customer
12426.0,194,1,582.73,1,1,2,112,Lost Customer
12427.0,21,3,825.8,3,2,2,322,Loyal Customer
12428.0,25,9,7956.46,3,3,3,333,VIP Customer
12429.0,9,4,3750.4,3,2,3,323,Loyal Customer
12430.0,43,1,256.4,2,1,1,211,At Risk
12431.0,35,15,6419.95,2,3,3,233,Potential Loyallist
12432.0,42,5,5059.32,2,3,3,233,Potential Loyallist
12433.0,0,7,13375.87,3,3,3,333,VIP Customer
12434.0,84,2,806.14,2,2,2,222,Promising Customer
12435.0,79,2,7829.89,2,2,3,223,Promising Customer
12436.0,99,1,509.01,1,1,2,112,Lost Customer
12437.0,1,18,4951.41,3,3,3,333,VIP Customer
12438.0,14,2,2906.85,3,2,3,323,Loyal Customer
12441.0,367,1,173.55,1,1,1,111,At Risk
12442.0,3,1,172.06,3,1,1,311,New Customer
12444.0,21,5,5005.46,3,3,3,333,VIP Customer
12445.0,22,1,133.4,3,1,1,311,New Customer
12446.0,57,1,1002.3100000000001,2,1,2,212,Promising Customer
12447.0,243,1,476.49,1,1,2,112,Lost Customer
12448.0,44,1,449.45,2,1,2,212,Promising Customer
12449.0,22,4,4067.29,3,2,3,323,Loyal Customer
12450.0,156,2,197.88,1,2,1,121,Lost Customer
12451.0,10,5,9035.52,3,3,3,333,VIP Customer
12452.0,16,2,430.57,3,2,2,322,Loyal Customer
12453.0,134,1,707.09,1,1,2,112,Lost Customer
12454.0,56,1,3528.34,2,1,3,213,Promising Customer
12455.0,73,6,2466.86,2,3,3,233,Potential Loyallist
12456.0,44,3,3181.04,2,2,3,223,Promising Customer
12457.0,66,7,2363.23,2,3,3,233,Potential Loyallist
12458.0,71,2,947.4,2,2,2,222,Promising Customer
12461.0,94,2,826.88,1,2,2,122,Lost Customer
12462.0,18,2,1189.59,3,2,2,322,Loyal Customer
12463.0,53,4,1344.78,2,2,3,223,Promising Customer
12464.0,10,8,1212.05,3,3,3,333,VIP Customer
12465.0,17,2,742.1899999999999,3,2,2,322,Loyal Customer
12468.0,187,2,729.5400000000001,1,2,2,122,Lost Customer
12471.0,2,30,19788.65,3,3,3,333,VIP Customer
12472.0,32,7,6572.11,2,3,3,233,Potential Loyallist
12473.0,29,5,2954.65,2,3,3,233,Potential Loyallist
12474.0,17,18,7324.09,3,3,3,333,VIP Customer
12475.0,53,1,723.38,2,1,2,212,Promising Customer
12476.0,15,11,6816.42,3,3,3,333,VIP Customer
12477.0,22,6,13219.74,3,3,3,333,VIP Customer
12478.0,3,1,680.99,3,1,2,312,New Customer
12479.0,11,1,527.2,3,1,2,312,New Customer
12480.0,28,4,3281.63,2,2,3,223,Promising Customer
12481.0,22,10,5579.82,3,3,3,333,VIP Customer
12483.0,17,8,2484.98,3,3,3,333,VIP Customer
12484.0,32,6,4527.32,2,3,3,233,Potential Loyallist
12488.0,9,3,1298.66,3,2,3,323,Loyal Customer
12489.0,337,1,334.93,1,1,1,111,At Risk
12490.0,5,10,5417.93,3,3,3,333,VIP Customer
12491.0,38,1,460.40000000000003,2,1,2,212,Promising Customer
12492.0,63,2,263.21000000000004,2,2,1,221,Promising Customer
12493.0,165,2,433.74,1,2,2,122,Lost Customer
12494.0,15,7,1246.1000000000001,3,3,3,333,VIP Customer
12497.0,81,1,1043.1,2,1,2,212,Promising Customer
12498.0,21,3,403.70000000000005,3,2,2,322,Loyal Customer
12500.0,23,11,4257.82,3,3,3,333,VIP Customer
12501.0,337,1,2169.39,1,1,3,113,Lost Customer
12502.0,95,5,3723.87,1,3,3,133,Lost Customer
12504.0,18,2,482.04999999999995,3,2,2,322,Loyal Customer
12506.0,232,1,73.5,1,1,1,111,At Risk
12507.0,134,3,1304.81,1,2,3,123,Lost Customer
12508.0,26,2,397.88,2,2,2,222,Promising Customer
12509.0,285,1,176.5,1,1,1,111,At Risk
12510.0,142,2,982.5699999999999,1,2,2,122,Lost Customer
12512.0,66,2,132.18,2,2,1,221,Promising Customer
12513.0,112,1,612.29,1,1,2,112,Lost Customer
12514.0,267,1,1017.68,1,1,2,112,Lost Customer
12515.0,354,1,383.7,1,1,1,111,At Risk
12516.0,77,2,1312.06,2,2,3,223,Promising Customer
12517.0,28,5,2481.6,2,3,3,233,Potential Loyallist
12518.0,0,5,2056.89,3,3,3,333,VIP Customer
12519.0,63,1,330.84,2,1,1,211,At Risk
12520.0,79,5,2634.26,2,3,3,233,Potential Loyallist
12521.0,142,1,599.68,1,1,2,112,Lost Customer
12522.0,39,2,192.72,2,2,1,221,Promising Customer
12523.0,19,11,1789.77,3,3,3,333,VIP Customer
12524.0,9,8,4485.72,3,3,3,333,VIP Customer
12526.0,0,3,1316.66,3,2,3,323,Loyal Customer
12527.0,81,3,348.71000000000004,2,2,1,221,Promising Customer
12528.0,9,6,1933.48,3,3,3,333,VIP Customer
12530.0,59,4,1662.28,2,2,3,223,Promising Customer
12531.0,14,1,125.22,3,1,1,311,New Customer
12532.0,30,1,349.83000000000004,2,1,1,211,At Risk
12534.0,130,1,1089.18,1,1,2,112,Lost Customer
12535.0,91,2,716.35,2,2,2,222,Promising Customer
12536.0,43,3,12601.830000000002,2,2,3,223,Promising Customer
12538.0,29,1,363.95,2,1,1,211,At Risk
12539.0,22,4,5568.35,3,2,3,323,Loyal Customer
12540.0,19,17,13400.24,3,3,3,333,VIP Customer
12541.0,29,3,981.18,2,2,2,222,Promising Customer
12544.0,36,1,372.7,2,1,1,211,At Risk
12545.0,75,2,1000.39,2,2,2,222,Promising Customer
12546.0,46,2,1161.5,2,2,2,222,Promising Customer
12547.0,197,2,207.79999999999998,1,2,1,121,Lost Customer
12548.0,166,1,95.19999999999999,1,1,1,111,At Risk
12550.0,79,1,964.83,2,1,2,212,Promising Customer
12551.0,358,1,168.0,1,1,1,111,At Risk
12552.0,38,2,437.82,2,2,2,222,Promising Customer
12553.0,8,10,3692.28,3,3,3,333,VIP Customer
12556.0,50,2,599.56,2,2,2,222,Promising Customer
12557.0,16,5,11990.960000000001,3,3,3,333,VIP Customer
12558.0,7,1,269.96,3,1,1,311,New Customer
12559.0,311,2,561.71,1,2,2,122,Lost Customer
12560.0,5,3,2134.01,3,2,3,323,Loyal Customer
12561.0,303,1,238.85,1,1,1,111,At Risk
12562.0,8,7,3781.7400000000002,3,3,3,333,VIP Customer
12564.0,261,1,456.9,1,1,2,112,Lost Customer
12565.0,289,1,145.92,1,1,1,111,At Risk
12566.0,86,1,351.65,2,1,1,211,At Risk
12567.0,22,10,9401.28,3,3,3,333,VIP Customer
12569.0,2,32,4124.69,3,3,3,333,VIP Customer
12571.0,39,2,519.61,2,2,2,222,Promising Customer
12572.0,8,2,1020.42,3,2,2,322,Loyal Customer
12573.0,227,1,160.54000000000002,1,1,1,111,At Risk
12574.0,316,1,218.45,1,1,1,111,At Risk
12576.0,35,5,1315.83,2,3,3,233,Potential Loyallist
12577.0,35,3,626.6,2,2,2,222,Promising Customer
12578.0,21,2,2794.51,3,2,3,323,Loyal Customer
12579.0,78,1,440.42,2,1,2,212,Promising Customer
12580.0,246,1,415.7,1,1,2,112,Lost Customer
12581.0,39,1,197.71,2,1,1,211,At Risk
12582.0,238,2,511.36,1,2,2,122,Lost Customer
12583.0,2,15,7281.38,3,3,3,333,VIP Customer
12584.0,3,9,2338.15,3,3,3,333,VIP Customer
12585.0,234,2,2040.1,1,2,3,123,Lost Customer
12586.0,17,1,196.94000000000003,3,1,1,311,New Customer
12587.0,7,1,144.0,3,1,1,311,New Customer
12588.0,39,1,214.89999999999998,2,1,1,211,At Risk
12589.0,28,2,646.68,2,2,2,222,Promising Customer
12590.0,211,2,9864.26,1,2,3,123,Lost Customer
12591.0,318,1,452.84999999999997,1,1,2,112,Lost Customer
12592.0,92,2,437.6,1,2,2,122,Lost Customer
12593.0,108,3,418.09999999999997,1,2,2,122,Lost Customer
12594.0,37,10,3338.2200000000003,2,3,3,233,Potential Loyallist
12596.0,51,2,618.27,2,2,2,222,Promising Customer
12597.0,19,4,3811.22,3,2,3,323,Loyal Customer
12598.0,9,8,3023.08,3,3,3,333,VIP Customer
12599.0,29,7,1032.58,2,3,2,232,Potential Loyallist
12600.0,28,10,2599.04,2,3,3,233,Potential Loyallist
12601.0,189,5,577.0600000000001,1,3,2,132,Lost Customer
12602.0,58,1,153.12,2,1,1,211,At Risk
12603.0,21,1,739.1999999999999,3,1,2,312,New Customer
12604.0,79,2,254.18,2,2,1,221,Promising Customer
12607.0,60,1,1579.51,2,1,3,213,Promising Customer
12609.0,78,3,1126.85,2,2,2,222,Promising Customer
12610.0,22,5,2099.54,3,3,3,333,VIP Customer
12611.0,52,1,1193.32,2,1,3,213,Promising Customer
12612.0,74,1,704.0400000000001,2,1,2,212,Promising Customer
12613.0,57,5,3344.38,2,3,3,233,Potential Loyallist
12614.0,277,1,315.6,1,1,1,111,At Risk
12615.0,2,4,2291.19,3,2,3,323,Loyal Customer
12616.0,95,2,713.3,1,2,2,122,Lost Customer
12617.0,29,1,352.98,2,1,1,211,At Risk
12618.0,21,1,177.31,3,1,1,311,New Customer
12619.0,16,9,3641.24,3,3,3,333,VIP Customer
12620.0,14,3,1339.41,3,2,3,323,Loyal Customer
12621.0,1,20,13689.67,3,3,3,333,VIP Customer
12622.0,232,1,180.1,1,1,1,111,At Risk
12623.0,276,1,305.1,1,1,1,111,At Risk
12624.0,106,2,641.13,1,2,2,122,Lost Customer
12625.0,211,2,2683.82,1,2,3,123,Lost Customer
12626.0,23,9,6620.48,3,3,3,333,VIP Customer
12627.0,10,7,4478.53,3,3,3,333,VIP Customer
12628.0,4,3,786.46,3,2,2,322,Loyal Customer
12630.0,9,2,1270.88,3,2,3,323,Loyal Customer
12631.0,57,1,640.5,2,1,2,212,Promising Customer
12633.0,58,4,2163.98,2,2,3,223,Promising Customer
12635.0,89,2,1689.18,2,2,3,223,Promising Customer
12637.0,67,8,6002.9,2,3,3,233,Potential Loyallist
12638.0,33,1,671.69,2,1,2,212,Promising Customer
12639.0,238,1,486.1,1,1,2,112,Lost Customer
12640.0,23,3,1174.58,3,2,2,322,Loyal Customer
12641.0,115,1,185.9,1,1,1,111,At Risk
12642.0,25,3,1013.26,3,2,2,322,Loyal Customer
12643.0,128,6,3344.64,1,3,3,133,Lost Customer
12644.0,129,1,477.91,1,1,2,112,Lost Customer
12645.0,33,4,1775.18,2,2,3,223,Promising Customer
12646.0,4,2,1346.97,3,2,3,323,Loyal Customer
12647.0,22,12,3722.82,3,3,3,333,VIP Customer
12648.0,154,1,318.05,1,1,1,111,At Risk
12649.0,107,3,623.51,1,2,2,122,Lost Customer
12650.0,3,1,314.44,3,1,1,311,New Customer
12651.0,335,1,114.0,1,1,1,111,At Risk
12652.0,332,1,919.98,1,1,2,112,Lost Customer
12653.0,148,2,2209.85,1,2,3,123,Lost Customer
12654.0,10,5,601.98,3,3,2,332,Loyal Customer
12656.0,17,5,4051.17,3,3,3,333,VIP Customer
12657.0,11,4,1643.18,3,2,3,323,Loyal Customer
12658.0,18,1,686.05,3,1,2,312,New Customer
12659.0,29,1,91.68,2,1,1,211,At Risk
12660.0,11,1,245.1,3,1,1,311,New Customer
12662.0,0,11,3849.78,3,3,3,333,VIP Customer
12664.0,8,9,4881.88,3,3,3,333,VIP Customer
12665.0,325,1,63.0,1,1,1,111,At Risk
12667.0,58,1,620.13,2,1,2,212,Promising Customer
12668.0,11,4,3807.15,3,2,3,323,Loyal Customer
12669.0,150,3,2744.0299999999997,1,2,3,123,Lost Customer
12670.0,10,5,2996.05,3,3,3,333,VIP Customer
12672.0,330,1,225.89999999999998,1,1,1,111,At Risk
12673.0,5,2,610.52,3,2,2,322,Loyal Customer
12674.0,38,4,1970.6,2,2,3,223,Promising Customer
12676.0,24,6,1331.39,3,3,3,333,VIP Customer
12678.0,42,12,17628.46,2,3,3,233,Potential Loyallist
12679.0,58,4,1113.02,2,2,2,222,Promising Customer
12680.0,0,4,862.81,3,2,2,322,Loyal Customer
12681.0,14,22,13787.54,3,3,3,333,VIP Customer
12682.0,3,31,12279.82,3,3,3,333,VIP Customer
12683.0,4,15,8476.57,3,3,3,333,VIP Customer
12684.0,7,7,2283.63,3,3,3,333,VIP Customer
12685.0,28,6,2863.08,2,3,3,233,Potential Loyallist
12686.0,372,1,89.14,1,1,1,111,At Risk
12688.0,113,1,4873.8099999999995,1,1,3,113,Lost Customer
12689.0,25,2,1247.61,3,2,3,323,Loyal Customer
12690.0,205,1,389.01,1,1,2,112,Lost Customer
12691.0,28,6,1035.8,2,3,2,232,Potential Loyallist
12693.0,127,4,855.91,1,2,2,122,Lost Customer
12694.0,70,2,869.67,2,2,2,222,Promising Customer
12695.0,7,4,582.1,3,2,2,322,Loyal Customer
12697.0,28,3,957.59,2,2,2,222,Promising Customer
12700.0,7,4,4939.99,3,2,3,323,Loyal Customer
12701.0,79,2,797.71,2,2,2,222,Promising Customer
12702.0,19,1,219.0,3,1,1,311,New Customer
12703.0,71,1,283.55,2,1,1,211,At Risk
12704.0,7,8,2340.84,3,3,3,333,VIP Customer
12705.0,15,9,6868.29,3,3,3,333,VIP Customer
12707.0,292,1,603.42,1,1,2,112,Lost Customer
12708.0,29,10,2712.91,2,3,3,233,Potential Loyallist
12709.0,15,15,9706.52,3,3,3,333,VIP Customer
12710.0,96,3,1149.02,1,2,2,122,Lost Customer
12712.0,28,13,4396.13,2,3,3,233,Potential Loyallist
12713.0,0,1,848.55,3,1,2,312,New Customer
12714.0,9,5,4708.86,3,3,3,333,VIP Customer
12715.0,106,1,343.36,1,1,1,111,At Risk
12716.0,3,2,1053.49,3,2,2,322,Loyal Customer
12717.0,151,2,1030.98,1,2,2,122,Lost Customer
12718.0,71,1,238.25,2,1,1,211,At Risk
12719.0,5,2,644.95,3,2,2,322,Loyal Customer
12720.0,2,25,5781.73,3,3,3,333,VIP Customer
12721.0,31,6,2656.13,2,3,3,233,Potential Loyallist
12722.0,85,4,997.63,2,2,2,222,Promising Customer
12723.0,3,5,725.07,3,3,2,332,Loyal Customer
12724.0,5,4,1031.41,3,2,2,322,Loyal Customer
12725.0,372,1,427.8,1,1,2,112,Lost Customer
12726.0,28,7,2609.1,2,3,3,233,Potential Loyallist
12727.0,10,7,3980.7,3,3,3,333,VIP Customer
12728.0,71,4,836.33,2,2,2,222,Promising Customer
12729.0,113,1,453.01,1,1,2,112,Lost Customer
12731.0,23,12,18895.91,3,3,3,333,VIP Customer
12732.0,179,1,236.26000000000002,1,1,1,111,At Risk
12733.0,234,1,383.95,1,1,1,111,At Risk
12734.0,353,1,110.39999999999999,1,1,1,111,At Risk
12735.0,316,2,779.5699999999999,1,2,2,122,Lost Customer
12736.0,333,1,234.0,1,1,1,111,At Risk
12738.0,373,1,155.35,1,1,1,111,At Risk
12739.0,78,2,1013.04,2,2,2,222,Promising Customer
12740.0,63,1,427.6,2,1,2,212,Promising Customer
12743.0,134,2,540.13,1,2,2,122,Lost Customer
12744.0,51,7,15285.380000000001,2,3,3,233,Potential Loyallist
12747.0,2,11,4196.01,3,3,3,333,VIP Customer
12748.0,0,209,33050.06,3,3,3,333,VIP Customer
12749.0,3,5,4090.88,3,3,3,333,VIP Customer
12750.0,128,1,275.88,1,1,1,111,At Risk
12752.0,81,1,4366.78,2,1,3,213,Promising Customer
12753.0,22,6,21429.39,3,3,3,333,VIP Customer
12754.0,235,3,3010.74,1,2,3,123,Lost Customer
12755.0,280,2,3811.95,1,2,3,123,Lost Customer
12756.0,86,1,112.07999999999998,2,1,1,211,At Risk
12757.0,15,13,7834.650000000001,3,3,3,333,VIP Customer
12758.0,116,2,2791.59,1,2,3,123,Lost Customer
12759.0,52,3,1531.44,2,2,3,223,Promising Customer
12762.0,7,2,1898.52,3,2,3,323,Loyal Customer
12763.0,138,2,494.08,1,2,2,122,Lost Customer
12764.0,317,1,1693.88,1,1,3,113,Lost Customer
12766.0,3,7,6989.63,3,3,3,333,VIP Customer
12769.0,238,1,1143.6,1,1,2,112,Lost Customer
12770.0,210,1,1351.45,1,1,3,113,Lost Customer
12772.0,59,1,892.47,2,1,2,212,Promising Customer
12775.0,17,5,1386.04,3,3,3,333,VIP Customer
12778.0,19,6,822.23,3,3,2,332,Loyal Customer
12779.0,37,8,3981.36,2,3,3,233,Potential Loyallist
12781.0,63,2,826.74,2,2,2,222,Promising Customer
12782.0,4,5,2330.92,3,3,3,333,VIP Customer
12783.0,2,6,2225.91,3,3,3,333,VIP Customer
12784.0,9,2,532.8199999999999,3,2,2,322,Loyal Customer
12785.0,365,1,311.95,1,1,1,111,At Risk
12787.0,9,3,463.66,3,2,2,322,Loyal Customer
12789.0,65,1,91.85,2,1,1,211,At Risk
12790.0,192,1,324.92,1,1,1,111,At Risk
12791.0,374,1,192.60000000000002,1,1,1,111,At Risk
12792.0,256,1,400.53999999999996,1,1,2,112,Lost Customer
12793.0,335,2,545.48,1,2,2,122,Lost Customer
12794.0,53,2,860.41,2,2,2,222,Promising Customer
12795.0,18,1,430.48,3,1,2,312,New Customer
12797.0,366,1,254.03,1,1,1,111,At Risk
12798.0,10,3,6977.04,3,2,3,323,Loyal Customer
12802.0,186,1,427.58,1,1,2,112,Lost Customer
12808.0,36,3,483.65000000000003,2,2,2,222,Promising Customer
12809.0,177,1,489.31,1,1,2,112,Lost Customer
12811.0,260,3,514.85,1,2,2,122,Lost Customer
12812.0,44,1,229.64000000000001,2,1,1,211,At Risk
12814.0,101,1,125.92,1,1,1,111,At Risk
12815.0,147,2,1063.46,1,2,2,122,Lost Customer
12816.0,95,2,572.2,1,2,2,122,Lost Customer
12817.0,281,1,166.04,1,1,1,111,At Risk
12818.0,261,1,1542.08,1,1,3,113,Lost Customer
12820.0,3,4,942.34,3,2,2,322,Loyal Customer
12821.0,214,1,92.72,1,1,1,111,At Risk
12822.0,70,2,948.88,2,2,2,222,Promising Customer
12823.0,74,5,1759.5,2,3,3,233,Potential Loyallist
12824.0,59,1,397.12,2,1,2,212,Promising Customer
12826.0,2,7,1474.72,3,3,3,333,VIP Customer
12827.0,5,3,430.15000000000003,3,2,2,322,Loyal Customer
12828.0,2,6,1018.71,3,3,2,332,Loyal Customer
12829.0,337,2,293.0,1,2,1,121,Lost Customer
12830.0,37,6,6814.64,2,3,3,233,Potential Loyallist
12831.0,262,1,215.05,1,1,1,111,At Risk
12832.0,32,2,383.03,2,2,1,221,Promising Customer
12833.0,145,1,417.38,1,1,2,112,Lost Customer
12834.0,282,1,312.38,1,1,1,111,At Risk
12836.0,59,4,2610.36,2,2,3,223,Promising Customer
12837.0,173,1,134.1,1,1,1,111,At Risk
12838.0,33,2,671.95,2,2,2,222,Promising Customer
12839.0,2,14,5591.42,3,3,3,333,VIP Customer
12840.0,143,4,2726.77,1,2,3,123,Lost Customer
12841.0,4,25,3991.58,3,3,3,333,VIP Customer
12842.0,70,2,1118.99,2,2,2,222,Promising Customer
12843.0,65,8,1702.26,2,3,3,233,Potential Loyallist
12844.0,29,2,325.96000000000004,2,2,1,221,Promising Customer
12845.0,267,4,354.09,1,2,1,121,Lost Customer
12847.0,22,1,843.64,3,1,2,312,New Customer
12849.0,31,2,1010.29,2,2,2,222,Promising Customer
12851.0,96,1,131.81,1,1,1,111,At Risk
12852.0,295,1,311.55,1,1,1,111,At Risk
12853.0,134,6,1957.1000000000001,1,3,3,133,Lost Customer
12854.0,78,3,1316.25,2,2,3,223,Promising Customer
12855.0,373,1,38.1,1,1,1,111,At Risk
12856.0,7,6,2170.78,3,3,3,333,VIP Customer
12857.0,210,2,1106.4,1,2,2,122,Lost Customer
12863.0,52,1,521.2,2,1,2,212,Promising Customer
12864.0,138,1,147.12,1,1,1,111,At Risk
12865.0,26,2,1568.23,2,2,3,223,Promising Customer
12866.0,283,1,559.12,1,1,2,112,Lost Customer
12867.0,26,7,4009.34,2,3,3,233,Potential Loyallist
12868.0,185,6,1607.0600000000002,1,3,3,133,Lost Customer
12871.0,84,2,380.64,2,2,1,221,Promising Customer
12872.0,327,2,599.97,1,2,2,122,Lost Customer
12873.0,282,1,374.0,1,1,1,111,At Risk
12875.0,143,2,343.2300000000001,1,2,1,121,Lost Customer
12876.0,57,2,2218.02,2,2,3,223,Promising Customer
12877.0,3,12,1535.77,3,3,3,333,VIP Customer
12878.0,236,2,854.99,1,2,2,122,Lost Customer
12879.0,44,3,573.22,2,2,2,222,Promising Customer
12881.0,275,1,298.0,1,1,1,111,At Risk
12882.0,9,2,1463.04,3,2,3,323,Loyal Customer
12883.0,24,4,703.47,3,2,2,322,Loyal Customer
12884.0,88,1,309.05,2,1,1,211,At Risk
12885.0,63,3,1175.22,2,2,2,222,Promising Customer
12886.0,67,2,1378.4,2,2,3,223,Promising Customer
12888.0,214,2,354.12,1,2,1,121,Lost Customer
12890.0,24,1,376.71999999999997,3,1,1,311,New Customer
12891.0,185,3,331.0,1,2,1,121,Lost Customer
12893.0,30,1,176.55,2,1,1,211,At Risk
12895.0,42,2,372.8,2,2,1,221,Promising Customer
12897.0,204,2,216.5,1,2,1,121,Lost Customer
12901.0,8,28,17654.54,3,3,3,333,VIP Customer
12902.0,264,1,138.68,1,1,1,111,At Risk
12904.0,18,2,496.06,3,2,2,322,Loyal Customer
12906.0,11,5,2919.81,3,3,3,333,VIP Customer
12908.0,176,2,750.0,1,2,2,122,Lost Customer
12909.0,39,5,2163.82,2,3,3,233,Potential Loyallist
12910.0,23,8,3075.04,3,3,3,333,VIP Customer
12912.0,2,5,1662.3,3,3,3,333,VIP Customer
12913.0,4,5,2483.63,3,3,3,333,VIP Customer
12915.0,148,2,363.65,1,2,1,121,Lost Customer
12916.0,138,4,2944.95,1,2,3,123,Lost Customer
12917.0,128,1,594.0,1,1,2,112,Lost Customer
12919.0,8,6,1335.19,3,3,3,333,VIP Customer
12920.0,17,1,162.78,3,1,1,311,New Customer
12921.0,9,37,16587.09,3,3,3,333,VIP Customer
12922.0,161,1,405.38,1,1,2,112,Lost Customer
12923.0,64,1,172.82,2,1,1,211,At Risk
12924.0,88,4,933.7,2,2,2,222,Promising Customer
12925.0,4,2,694.05,3,2,2,322,Loyal Customer
12928.0,35,5,2062.7000000000003,2,3,3,233,Potential Loyallist
12929.0,312,1,117.85,1,1,1,111,At Risk
12930.0,78,2,415.8,2,2,2,222,Promising Customer
12931.0,21,15,41518.96,3,3,3,333,VIP Customer
12933.0,24,3,607.53,3,2,2,322,Loyal Customer
12935.0,2,7,2160.7,3,3,3,333,VIP Customer
12936.0,17,4,1063.9,3,2,2,322,Loyal Customer
12937.0,15,4,1504.27,3,2,3,323,Loyal Customer
12938.0,25,1,114.14,3,1,1,311,New Customer
12939.0,64,8,11581.8,2,3,3,233,Potential Loyallist
12940.0,54,2,899.69,2,2,2,222,Promising Customer
12942.0,131,3,675.6,1,2,2,122,Lost Customer
12944.0,35,2,604.51,2,2,2,222,Promising Customer
12945.0,289,1,462.95,1,1,2,112,Lost Customer
12947.0,143,6,1603.99,1,3,3,133,Lost Customer
12948.0,16,7,2064.95,3,3,3,333,VIP Customer
12949.0,30,8,4167.22,2,3,3,233,Potential Loyallist
12950.0,2,3,1843.0,3,2,3,323,Loyal Customer
12951.0,8,6,1064.07,3,3,2,332,Loyal Customer
12952.0,5,4,1387.79,3,2,3,323,Loyal Customer
12953.0,9,1,329.85,3,1,1,311,New Customer
12955.0,1,11,4757.16,3,3,3,333,VIP Customer
12956.0,307,1,108.07,1,1,1,111,At Risk
12957.0,9,8,4017.54,3,3,3,333,VIP Customer
12962.0,7,2,266.39,3,2,1,321,New Customer
12963.0,8,8,1856.63,3,3,3,333,VIP Customer
12965.0,89,1,769.8100000000001,2,1,2,212,Promising Customer
12966.0,9,1,160.18,3,1,1,311,New Customer
12967.0,359,2,1660.9,1,2,3,123,Lost Customer
12968.0,112,1,135.95,1,1,1,111,At Risk
12970.0,7,4,405.47,3,2,2,322,Loyal Customer
12971.0,3,86,11189.91,3,3,3,333,VIP Customer
12974.0,197,1,144.8,1,1,1,111,At Risk
